   Time             Pg                Vg                Vr                Qg              
 3.010000000E-003  5.587188212E-001  3.315132984E+002  2.820135155E+002  8.490962739E+000 
 3.020000000E-003  5.686741579E-001  3.317697808E+002  2.825069113E+002  8.490962739E+000 
 3.030000000E-003  5.787714073E-001  3.320215481E+002  2.829962920E+002  8.490962739E+000 
 3.040000000E-003  5.890120643E-001  3.322685966E+002  2.834816508E+002  8.490962739E+000 
 3.050000000E-003  5.993976336E-001  3.325109229E+002  2.839629807E+002  8.490962739E+000 
 3.060000000E-003  6.099296294E-001  3.327485234E+002  2.844402748E+002  8.490962739E+000 
 3.070000000E-003  6.206095753E-001  3.329813949E+002  2.849135264E+002  8.490962739E+000 
 3.080000000E-003  6.314390048E-001  3.332095339E+002  2.853827287E+002  8.490962739E+000 
 3.090000000E-003  6.424194607E-001  3.334329373E+002  2.858478751E+002  8.490962739E+000 
 3.100000000E-003  6.535524955E-001  3.336516019E+002  2.863089590E+002  8.490962739E+000 
 3.110000000E-003  6.648396713E-001  3.338655245E+002  2.867659738E+002  8.490962739E+000 
 3.120000000E-003  6.762825597E-001  3.340747022E+002  2.872189130E+002  8.490962739E+000 
 3.130000000E-003  6.878827420E-001  3.342791320E+002  2.876677702E+002  1.200490914E+001 
 3.140000000E-003  6.996418091E-001  3.344788109E+002  2.881125390E+002  1.200490914E+001 
 3.150000000E-003  7.115613614E-001  3.346737361E+002  2.885532131E+002  1.200490914E+001 
 3.160000000E-003  7.236430090E-001  3.348639048E+002  2.889897862E+002  1.200490914E+001 
 3.170000000E-003  7.358883714E-001  3.350493144E+002  2.894222522E+002  1.200490914E+001 
 3.180000000E-003  7.482990781E-001  3.352299622E+002  2.898506048E+002  1.200490914E+001 
 3.190000000E-003  7.608767678E-001  3.354058457E+002  2.902748379E+002  1.200490914E+001 
 3.200000000E-003  7.736230891E-001  3.355769622E+002  2.906949457E+002  1.200490914E+001 
 3.210000000E-003  7.865396999E-001  3.357433095E+002  2.911109220E+002  1.200490914E+001 
 3.220000000E-003  7.996282680E-001  3.359048852E+002  2.915227610E+002  1.200490914E+001 
 3.230000000E-003  8.128904707E-001  3.360616869E+002  2.919304568E+002  1.200490914E+001 
 3.240000000E-003  8.263279948E-001  3.362137124E+002  2.923340036E+002  1.200490914E+001 
 3.250000000E-003  8.399425368E-001  3.363609595E+002  2.927333957E+002  1.200490914E+001 
 3.260000000E-003  8.537358028E-001  3.365034263E+002  2.931286274E+002  1.200490914E+001 
 3.270000000E-003  8.677095084E-001  3.366411105E+002  2.935196931E+002  1.200490914E+001 
 3.280000000E-003  8.818653790E-001  3.367740104E+002  2.939065873E+002  1.200490914E+001 
 3.290000000E-003  8.962051493E-001  3.369021239E+002  2.942893043E+002  1.200490914E+001 
 3.300000000E-003  9.107305637E-001  3.370254494E+002  2.946678389E+002  1.200490914E+001 
 3.310000000E-003  9.254433763E-001  3.371439849E+002  2.950421856E+002  1.200490914E+001 
 3.320000000E-003  9.403453507E-001  3.372577289E+002  2.954123391E+002  1.200490914E+001 
 3.330000000E-003  9.554382599E-001  3.373666797E+002  2.957782941E+002  1.200490914E+001 
 3.340000000E-003  9.707238868E-001  3.374708358E+002  2.961400455E+002  1.200490914E+001 
