   Time             Pg                Vg                Vr                Qg              
 1.000000000E-005  0.000000000E+000 -7.654255107E+001  1.172918317E+000  0.000000000E+000 
 2.000000000E-005  1.586487346E-012 -7.529876002E+001  2.345819965E+000  0.000000000E+000 
 3.000000000E-005  1.422055343E-011 -7.405389881E+001  3.518688273E+000  0.000000000E+000 
 4.000000000E-005  6.605394435E-011 -7.280798513E+001  4.691506573E+000  0.000000000E+000 
 5.000000000E-005  2.159261476E-010 -7.156103668E+001  5.864258197E+000  0.000000000E+000 
 6.000000000E-005  5.648982732E-010 -7.031307120E+001  7.036926476E+000  0.000000000E+000 
 7.000000000E-005  1.267324715E-009 -6.906410640E+001  8.209494745E+000  0.000000000E+000 
 8.000000000E-005  2.541463964E-009 -6.781416006E+001  9.381946338E+000  0.000000000E+000 
 9.000000000E-005  4.679629964E-009 -6.656324993E+001  1.055426459E+001  0.000000000E+000 
 1.000000000E-004  8.057885425E-009 -6.531139378E+001  1.172643285E+001  0.000000000E+000 
 1.100000000E-004  1.314527854E-008 -6.405860942E+001  1.289843445E+001  0.000000000E+000 
 1.200000000E-004  2.051262456E-008 -6.280491464E+001  1.407025273E+001  0.000000000E+000 
 1.300000000E-004  3.084083368E-008 -6.155032726E+001  1.524187104E+001  0.000000000E+000 
 1.400000000E-004  4.492878682E-008 -6.029486512E+001  1.641327273E+001  0.000000000E+000 
 1.500000000E-004  6.370076074E-008 -5.903854605E+001  1.758444116E+001  0.000000000E+000 
 1.600000000E-004  8.821340406E-008 -5.778138792E+001  1.875535967E+001  0.000000000E+000 
 1.700000000E-004  1.196622658E-007 -5.652340858E+001  1.992601162E+001  0.000000000E+000 
 1.800000000E-004  1.593878780E-007 -5.526462592E+001  2.109638038E+001  0.000000000E+000 
 1.900000000E-004  2.088813940E-007 -5.400505783E+001  2.226644932E+001  0.000000000E+000 
 2.000000000E-004  2.697897841E-007 -5.274472221E+001  2.343620180E+001  0.000000000E+000 
 2.100000000E-004  3.439205900E-007 -5.148363697E+001  2.460562120E+001  0.000000000E+000 
 2.200000000E-004  4.332462403E-007 -5.022182003E+001  2.577469090E+001  0.000000000E+000 
 2.300000000E-004  5.399079281E-007 -4.895928933E+001  2.694339428E+001  0.000000000E+000 
