Pg,Qg,Vg_rms,Vg_ang,Pg_PSIM,Qg_PSIM,err
0,1375,244.721935853075,0,25.82435963,1374.892907,-9.84722679062935e-05
0,-1375,187.78174593052,0,-25.82774,-1375.073181,-0.000229560666557217
2750,0,212.503681783595,15,2732.878384,-0.1791991265,0.00626504647563114
2750,1375,239.38759894311,13.282525588539,2763.820443,1375.177404,-0.00403188521997687
2750,-1375,173.925271309261,18.434948822922,2700.015505,-1374.861209,0.0147489794273102
-2750,0,212.503681783595,-15,-2758.25433,-0.1763648745,-0.0029925940954033
-2750,1375,239.38759894311,-13.282525588539,-2737.533429,1375.17961,0.00361176518624346
-2750,-1375,173.925271309261,-18.434948822922,-2777.034623,-1374.857461,-0.00779054941591114
