   Time             V3N               V2N               V1N               V23               V12               V31             
 3.152000000E-002  3.333329778E+001  3.333329778E+001 -6.666659556E+001  2.131628207E-014 -9.999989334E+001  9.999989334E+001 
 3.153000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  0.000000000E+000  9.999989333E+001 
 3.154000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.155000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.156000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.157000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.158000000E-002  0.000000000E+000  0.000000000E+000 -1.421085472E-014  0.000000000E+000 -1.421085472E-014  1.421085472E-014 
 3.159000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989334E+001  0.000000000E+000  9.999989334E+001 
 3.160000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.161000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.162000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.163000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.164000000E-002  3.333329778E+001  3.333329778E+001 -6.666659556E+001  2.842170943E-014 -9.999989333E+001  9.999989333E+001 
 3.165000000E-002  7.105427358E-015 -1.421085472E-014  7.105427358E-015 -2.131628207E-014  2.131628207E-014  0.000000000E+000 
 3.166000000E-002  0.000000000E+000  7.105427358E-015  7.105427358E-015  7.105427358E-015  0.000000000E+000 -7.105427358E-015 
 3.167000000E-002 -7.105427358E-015  0.000000000E+000  0.000000000E+000  7.105427358E-015  0.000000000E+000 -7.105427358E-015 
 3.168000000E-002  7.105427358E-015  7.105427358E-015  0.000000000E+000  0.000000000E+000 -7.105427358E-015  7.105427358E-015 
 3.169000000E-002  3.333329778E+001  3.333329778E+001 -6.666659556E+001  2.842170943E-014 -9.999989334E+001  9.999989334E+001 
 3.170000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.171000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.172000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.173000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.174000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.175000000E-002  0.000000000E+000  0.000000000E+000 -1.421085472E-014  0.000000000E+000 -1.421085472E-014  1.421085472E-014 
 3.176000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989334E+001  7.105427358E-015  9.999989334E+001 
 3.177000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.178000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.179000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.180000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.181000000E-002  3.333329778E+001  3.333329778E+001 -6.666659556E+001  1.421085472E-014 -9.999989333E+001  9.999989333E+001 
 3.182000000E-002  0.000000000E+000  0.000000000E+000  0.000000000E+000  0.000000000E+000  0.000000000E+000  0.000000000E+000 
 3.183000000E-002  1.421085472E-014  7.105427358E-015  1.421085472E-014 -7.105427358E-015  7.105427358E-015  0.000000000E+000 
 3.184000000E-002  7.105427358E-015  7.105427358E-015  0.000000000E+000  0.000000000E+000 -7.105427358E-015  7.105427358E-015 
 3.185000000E-002  0.000000000E+000  1.421085472E-014  7.105427358E-015  1.421085472E-014 -7.105427358E-015 -7.105427358E-015 
 3.186000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989334E+001  1.421085472E-014  9.999989334E+001 
 3.187000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.188000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.189000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.190000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.191000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.192000000E-002  0.000000000E+000  0.000000000E+000 -7.105427358E-015  0.000000000E+000 -7.105427358E-015  7.105427358E-015 
 3.193000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989334E+001  1.421085472E-014  9.999989334E+001 
 3.194000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.195000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.196000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.197000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.198000000E-002 -7.105427358E-015 -2.131628207E-014  7.105427358E-015 -1.421085472E-014  2.842170943E-014 -1.421085472E-014 
 3.199000000E-002  7.105427358E-015  0.000000000E+000  0.000000000E+000 -7.105427358E-015  0.000000000E+000  7.105427358E-015 
 3.200000000E-002  1.421085472E-014  0.000000000E+000  0.000000000E+000 -1.421085472E-014  0.000000000E+000  1.421085472E-014 
 3.201000000E-002  7.105427358E-015  7.105427358E-015  0.000000000E+000  0.000000000E+000 -7.105427358E-015  7.105427358E-015 
 3.202000000E-002  2.131628207E-014  0.000000000E+000  0.000000000E+000 -2.131628207E-014  0.000000000E+000  2.131628207E-014 
 3.203000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989334E+001  1.421085472E-014  9.999989334E+001 
 3.204000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.205000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.206000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.207000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.208000000E-002  0.000000000E+000  0.000000000E+000 -1.421085472E-014  0.000000000E+000 -1.421085472E-014  1.421085472E-014 
 3.209000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989334E+001  0.000000000E+000  9.999989334E+001 
 3.210000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.211000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.212000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.213000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.214000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.215000000E-002  1.421085472E-014  7.105427358E-015  0.000000000E+000 -7.105427358E-015 -7.105427358E-015  1.421085472E-014 
 3.216000000E-002  1.421085472E-014  0.000000000E+000  0.000000000E+000 -1.421085472E-014  0.000000000E+000  1.421085472E-014 
 3.217000000E-002  1.421085472E-014  0.000000000E+000  0.000000000E+000 -1.421085472E-014  0.000000000E+000  1.421085472E-014 
 3.218000000E-002 -7.105427358E-015  7.105427358E-015  1.421085472E-014  1.421085472E-014  7.105427358E-015 -2.131628207E-014 
 3.219000000E-002  3.333329778E+001 -6.666659556E+001  3.333329778E+001 -9.999989334E+001  9.999989334E+001 -7.105427358E-015 
 3.220000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.221000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.222000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.223000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.224000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.225000000E-002  0.000000000E+000  0.000000000E+000 -1.421085472E-014  0.000000000E+000 -1.421085472E-014  1.421085472E-014 
 3.226000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989334E+001  1.421085472E-014  9.999989334E+001 
 3.227000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.228000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.229000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.230000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.231000000E-002  3.333329778E+001 -6.666659556E+001  3.333329778E+001 -9.999989333E+001  9.999989333E+001  0.000000000E+000 
 3.232000000E-002  7.105427358E-015 -7.105427358E-015  0.000000000E+000 -1.421085472E-014  7.105427358E-015  7.105427358E-015 
 3.233000000E-002  1.421085472E-014  7.105427358E-015  0.000000000E+000 -7.105427358E-015 -7.105427358E-015  1.421085472E-014 
 3.234000000E-002  0.000000000E+000  7.105427358E-015  7.105427358E-015  7.105427358E-015  0.000000000E+000 -7.105427358E-015 
 3.235000000E-002  7.105427358E-015  0.000000000E+000  0.000000000E+000 -7.105427358E-015  0.000000000E+000  7.105427358E-015 
 3.236000000E-002  3.333329778E+001 -6.666659556E+001  3.333329778E+001 -9.999989333E+001  9.999989333E+001  0.000000000E+000 
 3.237000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.238000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.239000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.240000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.241000000E-002  0.000000000E+000  0.000000000E+000  0.000000000E+000  0.000000000E+000  0.000000000E+000  0.000000000E+000 
 3.242000000E-002  0.000000000E+000  0.000000000E+000 -1.421085472E-014  0.000000000E+000 -1.421085472E-014  1.421085472E-014 
 3.243000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989334E+001  1.421085472E-014  9.999989334E+001 
 3.244000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.245000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.246000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.247000000E-002  3.333329778E+001 -6.666659556E+001  3.333329778E+001 -9.999989333E+001  9.999989333E+001 -2.842170943E-014 
 3.248000000E-002  3.333329778E+001 -6.666659556E+001  3.333329778E+001 -9.999989333E+001  9.999989333E+001 -1.421085472E-014 
 3.249000000E-002  7.105427358E-015  0.000000000E+000  0.000000000E+000 -7.105427358E-015  0.000000000E+000  7.105427358E-015 
 3.250000000E-002  0.000000000E+000  7.105427358E-015  0.000000000E+000  7.105427358E-015 -7.105427358E-015  0.000000000E+000 
 3.251000000E-002  0.000000000E+000  1.421085472E-014  7.105427358E-015  1.421085472E-014 -7.105427358E-015 -7.105427358E-015 
 3.252000000E-002  3.333329778E+001 -6.666659556E+001  3.333329778E+001 -9.999989334E+001  9.999989334E+001  7.105427358E-015 
 3.253000000E-002  3.333329778E+001 -6.666659556E+001  3.333329778E+001 -9.999989333E+001  9.999989333E+001 -7.105427358E-015 
 3.254000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.255000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.256000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  7.105427358E-015  9.999989333E+001 
 3.257000000E-002  6.666659556E+001 -3.333329778E+001 -3.333329778E+001 -9.999989333E+001  1.421085472E-014  9.999989333E+001 
 3.258000000E-002  1.421085472E-014  1.421085472E-014 -7.105427358E-015  0.000000000E+000 -2.131628207E-014  2.131628207E-014 
